Source,Target,source_ideology,target_ideology
5386,4008,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3490,4009,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3889,4009,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3908,4009,Militia/Sovereign Citizen/Anti-Government,White Supremacist/Xenophobic
4008,4009,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5386,4009,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4012,4013,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4007,4014,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3757,4018,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3803,4018,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
10965,4020,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3904,4020,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4087,4020,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3126,4021,Anti-Abortion,Militia/Sovereign Citizen/Anti-Government
4087,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4097,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4586,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4615,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5000,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5001,4021,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3413,4024,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3789,4025,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3865,4025,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5000,4025,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5001,4025,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3789,4026,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3865,4026,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4025,4026,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5000,4026,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5001,4026,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3159,4029,Anti-Abortion,Anti-Abortion
5356,4031,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7584,4031,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4093,4033,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5276,4033,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4100,4034,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3348,4035,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3961,4035,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4028,4039,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3159,4040,Anti-Abortion,Anti-Abortion
4029,4040,Anti-Abortion,Anti-Abortion
3467,4042,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3468,4042,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3469,4042,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3470,4042,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3490,4044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3908,4044,Militia/Sovereign Citizen/Anti-Government,White Supremacist/Xenophobic
4008,4044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4009,4044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4042,4044,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4021,4045,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4053,4045,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4067,4045,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4087,4045,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4097,4045,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4037,4046,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3873,4051,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4021,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4097,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4586,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4615,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4053,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4489,4056,Black Nationalist/Separatist,Black Nationalist/Separatist
4533,4056,Anarchist/Anti-Capitalist,Black Nationalist/Separatist
4536,4056,Anarchist/Anti-Capitalist,Black Nationalist/Separatist
5498,4056,Black Nationalist/Separatist,Black Nationalist/Separatist
5502,4056,Black Nationalist/Separatist,Black Nationalist/Separatist
5509,4056,Black Nationalist/Separatist,Black Nationalist/Separatist
4433,4061,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4440,4061,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3861,4063,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4075,4064,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4084,4064,White Supremacist/Xenophobic,White Supremacist/Xenophobic
8385,4064,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3789,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4021,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4053,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4097,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4586,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4615,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5000,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
5001,4067,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3983,4070,Black Nationalist/Separatist,Black Nationalist/Separatist
4057,4071,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4058,4072,White Supremacist/Xenophobic,White Supremacist/Xenophobic
10997,4075,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4084,4075,White Supremacist/Xenophobic,White Supremacist/Xenophobic
7675,4075,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4586,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4623,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4626,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4627,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4628,4077,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3983,4080,Black Nationalist/Separatist,Black Nationalist/Separatist
4070,4080,Black Nationalist/Separatist,Black Nationalist/Separatist
4091,4080,Black Nationalist/Separatist,Black Nationalist/Separatist
4058,4081,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4072,4081,White Supremacist/Xenophobic,White Supremacist/Xenophobic
8119,4084,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5038,4085,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4097,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4586,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4615,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4623,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4626,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4627,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4628,4087,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3983,4091,Black Nationalist/Separatist,Black Nationalist/Separatist
4083,4094,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3545,4096,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4077,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4586,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4587,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4616,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4617,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4618,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4619,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4620,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4621,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4622,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4623,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4626,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4627,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4628,4097,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3961,4101,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4098,4103,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4105,4103,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4108,4103,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4129,4103,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4098,4105,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4098,4108,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4105,4108,White Supremacist/Xenophobic,White Supremacist/Xenophobic
1956,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
1976,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
1984,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
1999,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2022,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2035,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2058,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2087,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2259,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
2323,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
4979,4109,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
3678,4115,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3924,4123,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4098,4129,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4105,4129,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4108,4129,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4131,4132,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4139,4137,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4138,4137,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4138,4139,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4137,4140,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4139,4140,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4138,4140,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4152,4149,Environmental/Animal Rights,Environmental/Animal Rights
3022,4151,Environmental/Animal Rights,Environmental/Animal Rights
4155,4151,Environmental/Animal Rights,Environmental/Animal Rights
3078,4154,Environmental/Animal Rights,Environmental/Animal Rights
3000,4157,Environmental/Animal Rights,Environmental/Animal Rights
4146,4163,,Environmental/Animal Rights
3058,4166,Environmental/Animal Rights,Environmental/Animal Rights
3062,4166,Environmental/Animal Rights,Environmental/Animal Rights
3086,4166,Environmental/Animal Rights,Environmental/Animal Rights
3087,4166,Environmental/Animal Rights,Environmental/Animal Rights
3088,4166,Environmental/Animal Rights,Environmental/Animal Rights
3090,4166,Environmental/Animal Rights,Environmental/Animal Rights
3101,4166,Environmental/Animal Rights,Environmental/Animal Rights
3102,4166,Environmental/Animal Rights,Environmental/Animal Rights
3104,4166,Environmental/Animal Rights,Environmental/Animal Rights
3107,4166,Environmental/Animal Rights,Environmental/Animal Rights
3114,4166,Environmental/Animal Rights,Environmental/Animal Rights
3119,4166,Environmental/Animal Rights,Environmental/Animal Rights
4146,4172,,Environmental/Animal Rights
4159,4172,Environmental/Animal Rights,Environmental/Animal Rights
4163,4172,Environmental/Animal Rights,Environmental/Animal Rights
4168,4172,,Environmental/Animal Rights
4182,4183,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3373,4184,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3399,4184,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3543,4184,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3839,4184,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3373,4185,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3399,4185,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3543,4185,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3839,4185,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4184,4185,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4186,4187,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4186,4188,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4187,4188,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4186,4189,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4187,4189,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4188,4189,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4190,4191,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4190,4192,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4191,4192,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4198,4199,Environmental/Animal Rights,Environmental/Animal Rights
4656,4200,Environmental/Animal Rights,Environmental/Animal Rights
4203,4204,Environmental/Animal Rights,Environmental/Animal Rights
4203,4205,Environmental/Animal Rights,Environmental/Animal Rights
4204,4205,Environmental/Animal Rights,Environmental/Animal Rights
3064,4208,Environmental/Animal Rights,Environmental/Animal Rights
3077,4208,Environmental/Animal Rights,Environmental/Animal Rights
3448,4211,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4228,4227,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3595,4232,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3617,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3651,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3861,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3889,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4011,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4042,4236,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4239,4238,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4241,4240,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4260,4255,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4265,4266,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3577,4277,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3612,4277,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3848,4277,White Supremacist/Xenophobic,White Supremacist/Xenophobic
10963,4279,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4286,4287,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4288,4289,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4288,4290,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4289,4290,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4288,4291,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4289,4291,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4290,4291,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
3595,4294,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4232,4294,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
10959,4300,White Supremacist/Xenophobic,White Supremacist/Xenophobic
10959,4302,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4300,4302,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4303,4302,White Supremacist/Xenophobic,White Supremacist/Xenophobic
10959,4303,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4300,4303,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4306,4307,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4308,4309,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
4308,4310,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
4309,4310,Anarchist/Anti-Capitalist,Anarchist/Anti-Capitalist
4143,4312,Environmental/Animal Rights,Environmental/Animal Rights
4313,4312,Environmental/Animal Rights,Environmental/Animal Rights
4315,4312,Environmental/Animal Rights,Environmental/Animal Rights
4143,4313,Environmental/Animal Rights,Environmental/Animal Rights
4315,4313,Environmental/Animal Rights,Environmental/Animal Rights
4143,4314,Environmental/Animal Rights,Environmental/Animal Rights
4312,4314,Environmental/Animal Rights,Environmental/Animal Rights
4313,4314,Environmental/Animal Rights,Environmental/Animal Rights
4315,4314,Environmental/Animal Rights,Environmental/Animal Rights
4143,4315,Environmental/Animal Rights,Environmental/Animal Rights
3018,4317,Environmental/Animal Rights,Environmental/Animal Rights
4322,4323,Militia/Sovereign Citizen/Anti-Government,Militia/Sovereign Citizen/Anti-Government
4325,4324,Environmental/Animal Rights,Environmental/Animal Rights
4324,4326,Environmental/Animal Rights,Environmental/Animal Rights
4325,4326,Environmental/Animal Rights,Environmental/Animal Rights
4329,4330,Environmental/Animal Rights,Environmental/Animal Rights
4329,4331,Environmental/Animal Rights,Environmental/Animal Rights
4330,4331,Environmental/Animal Rights,Environmental/Animal Rights
4336,4334,White Supremacist/Xenophobic,Anti-Abortion
4335,4336,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4335,4337,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4336,4337,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3182,4352,Anti-Abortion,Anti-Abortion
3357,4352,Anti-Abortion,Anti-Abortion
5472,4352,Anti-Abortion,Anti-Abortion
5473,4352,Anti-Abortion,Anti-Abortion
4358,4357,Anti-Abortion,Anti-Abortion
4359,4357,Anti-Abortion,Anti-Abortion
4358,4359,Anti-Abortion,Anti-Abortion
4442,4360,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4459,4360,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5087,4360,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3253,4361,Anti-Abortion,Anti-Abortion
3253,4362,Anti-Abortion,Anti-Abortion
4361,4362,Anti-Abortion,Anti-Abortion
4363,4362,Anti-Abortion,Anti-Abortion
4364,4362,Anti-Abortion,Anti-Abortion
3253,4363,Anti-Abortion,Anti-Abortion
4361,4363,Anti-Abortion,Anti-Abortion
4364,4363,Anti-Abortion,Anti-Abortion
4358,4364,Anti-Abortion,Anti-Abortion
4359,4364,Anti-Abortion,Anti-Abortion
4361,4364,Anti-Abortion,Anti-Abortion
4365,4366,Other,Other
4365,4367,Other,Other
4366,4367,Other,Other
3860,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3884,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3899,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4434,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4473,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5064,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5070,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5071,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5074,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5075,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5078,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5080,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5082,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5084,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5085,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5086,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5104,4370,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4370,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4434,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5064,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5070,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5074,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5075,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5078,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5080,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5082,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5084,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5085,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5086,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5104,4371,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3860,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3899,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4370,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4371,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4434,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5064,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5070,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5071,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5074,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5075,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5078,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5080,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5082,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5084,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5085,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5086,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
5104,4372,White Supremacist/Xenophobic,White Supremacist/Xenophobic
3899,4373,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4060,4373,White Supremacist/Xenophobic,White Supremacist/Xenophobic
4063,4373,White Supremacist/Xenophobic,White Supremacist/Xenophobic
